1512435612.81 2017-12-04 18:00:12.805440 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=0.44, system=0.09, children_user=0.0, children_system=0.0) pmem(rss=204914688, vms=586104832, shared=4947968, text=888832, lib=0, data=543023104, dirty=0)
1512435668.48 2017-12-04 18:01:08.480600 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=49.59, system=6.6, children_user=0.0, children_system=0.0) pmem(rss=24953434112, vms=44232155136, shared=4947968, text=888832, lib=0, data=44189073408, dirty=0)
1512435670.5 2017-12-04 18:01:10.501446 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=51.6, system=6.61, children_user=0.0, children_system=0.0) pmem(rss=25140203520, vms=44232155136, shared=4947968, text=888832, lib=0, data=44189073408, dirty=0)
1512435672.53 2017-12-04 18:01:12.526268 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=53.46, system=6.77, children_user=0.0, children_system=0.0) pmem(rss=1677697024, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435674.55 2017-12-04 18:01:14.546232 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=55.22, system=7.03, children_user=0.0, children_system=0.0) pmem(rss=2266980352, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435676.57 2017-12-04 18:01:16.570628 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=56.99, system=7.29, children_user=0.0, children_system=0.0) pmem(rss=2839494656, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435678.6 2017-12-04 18:01:18.597052 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=58.81, system=7.49, children_user=0.0, children_system=0.0) pmem(rss=3495903232, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435680.62 2017-12-04 18:01:20.617703 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=60.5, system=7.82, children_user=0.0, children_system=0.0) pmem(rss=3987718144, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435682.64 2017-12-04 18:01:22.642746 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=62.34, system=8.0, children_user=0.0, children_system=0.0) pmem(rss=4642029568, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435684.67 2017-12-04 18:01:24.669608 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=64.16, system=8.21, children_user=0.0, children_system=0.0) pmem(rss=5298438144, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435686.69 2017-12-04 18:01:26.690124 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=65.75, system=8.64, children_user=0.0, children_system=0.0) pmem(rss=5615091712, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435688.71 2017-12-04 18:01:28.714792 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=67.58, system=8.84, children_user=0.0, children_system=0.0) pmem(rss=6271500288, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435690.74 2017-12-04 18:01:30.741351 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=69.39, system=9.05, children_user=0.0, children_system=0.0) pmem(rss=6927908864, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435692.76 2017-12-04 18:01:32.761556 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=71.2, system=9.26, children_user=0.0, children_system=0.0) pmem(rss=7582220288, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435694.79 2017-12-04 18:01:34.786439 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=73.02, system=9.46, children_user=0.0, children_system=0.0) pmem(rss=8238628864, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435696.81 2017-12-04 18:01:36.806282 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=74.88, system=9.62, children_user=0.0, children_system=0.0) pmem(rss=8892940288, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435698.83 2017-12-04 18:01:38.830588 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=76.71, system=9.82, children_user=0.0, children_system=0.0) pmem(rss=9547251712, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435700.86 2017-12-04 18:01:40.857345 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=77.96, system=10.59, children_user=0.0, children_system=0.0) pmem(rss=9557745664, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435702.88 2017-12-04 18:01:42.877766 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=79.76, system=10.81, children_user=0.0, children_system=0.0) pmem(rss=10212057088, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435704.9 2017-12-04 18:01:44.902533 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=81.61, system=10.99, children_user=0.0, children_system=0.0) pmem(rss=10868465664, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435706.93 2017-12-04 18:01:46.928564 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=83.43, system=11.19, children_user=0.0, children_system=0.0) pmem(rss=11522777088, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435708.95 2017-12-04 18:01:48.949578 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=85.27, system=11.37, children_user=0.0, children_system=0.0) pmem(rss=12177088512, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
1512435710.97 2017-12-04 18:01:50.974422 psutil.Process(pid=21982, name='mlr_main') ['/users/group23/petuum_test/bosen/app/mlr/bin/mlr_main', '--num_comm_channels_per_client=1', '--hostfile=/proj/cs744-PG0/bosen_config/fourhosts', '--staleness=2', '--client_id=0', '--num_app_threads=4', '--num_clients=4', '--weight_file=', '--test_file=/proj/cs744-PG0/dm1/mnist8m_test', '--num_batches_per_epoch=10', '--num_epochs=40', '--output_file_prefix=/users/group23/petuum_test/bosen/app/mlr/out', '--lr_decay_rate=0.99', '--num_train_eval=10000', '--global_data=false', '--init_lr=0.01', '--train_file=/proj/cs744-PG0/dm1/mnist8m', '--use_weight_file=false', '--num_test_eval=20', '--perform_test=true', '--num_batches_per_eval=10', '--lambda=0'] pcputimes(user=87.1, system=11.56, children_user=0.0, children_system=0.0) pmem(rss=12833497088, vms=44232155136, shared=5079040, text=888832, lib=0, data=44189073408, dirty=0)
